alias,canonical,source,confidence
乳生疽,乳生疽,term_sheet2,1.0
乳生疽,乳生疽,term_sheet3_self,0.6
乳生疽,乳生疽,term_sheet4_self,0.6
乳生疽,乳痈(乳腺脓肿),term_sheet2,1.0
乳生疽/乳痈(乳腺脓肿),乳痈(乳腺脓肿),term_sheet2,1.0
乳生痰核,乳生痰核,term_sheet1,1.0
乳生癖块,乳内肿块,term_sheet1_definition,0.75
乳生癖块,乳生癖块,term_sheet1,1.0
乳疬,乳核(乳腺增生),term_sheet2,1.0
乳疬,乳疬,term_sheet2,1.0
乳疬,乳疬,term_sheet3_self,0.6
乳疬,乳疬,term_sheet4_self,0.6
乳疬,阴囊水肿,term_sheet2,1.0
乳疬/乳核(乳腺增生),乳核(乳腺增生),term_sheet2,1.0
乳疽,乳疽,term_sheet2,1.0
乳疽,乳疽,term_sheet3_self,0.6
乳疽,乳疽,term_sheet4_self,0.6
乳疽,乳疽等,term_sheet3_self,0.6
乳疽,乳痈,term_sheet2,1.0
乳疽,血疝(阴囊血肿),term_sheet2,1.0
乳疽(急性乳腺炎),乳疽(急性乳腺炎),term_sheet2,1.0
乳疽/乳痈,乳痈,term_sheet2,1.0
乳疽等,乳疽,term_sheet3_self,0.6
乳疽等,乳疽等,term_sheet3_self,0.6
乳痈,乳痈,term_sheet2,1.0
乳痈,乳痈,term_sheet3_self,0.6
乳痈,乳痈,term_sheet4_self,0.6
乳痈,乳痈等,term_sheet3_self,0.6
乳痈,子痈(睾丸炎),term_sheet2,1.0
乳痈,肝气犯胃,term_sheet2,1.0
乳痈(乳腺脓肿),乳痈(乳腺脓肿),term_sheet2,1.0
乳痈/乳痈,乳痈,term_sheet2,1.0
乳痈等,乳痈,term_sheet3_self,0.6
乳痈等,乳痈等,term_sheet3_self,0.6
乳痛,乳房疼痛,term_sheet1_definition,0.75
乳痞,乳痞,term_sheet2,1.0
乳痞,乳痞,term_sheet3_self,0.6
乳痞,乳痞,term_sheet4_self,0.6
乳痞,乳痞等,term_sheet3_self,0.6
乳痞,乳癖(乳腺囊肿),term_sheet2,1.0
乳痞,外肾痈(阴囊痈),term_sheet2,1.0
乳痞,脱囊(阴囊脱垂),term_sheet2,1.0
乳痞/乳癖(乳腺囊肿),乳癖(乳腺囊肿),term_sheet2,1.0
乳痞等,乳痞,term_sheet3_self,0.6
乳痞等,乳痞等,term_sheet3_self,0.6
乳痨,乳生痰核,term_sheet1_definition,0.75
乳痨,乳痨,term_sheet2,1.0
乳痨,乳痨,term_sheet4_self,0.6
乳痨,乳痨(乳腺结核),term_sheet2,1.0
乳痨(乳腺结核),乳痨(乳腺结核),term_sheet2,1.0
乳痨/乳痨(乳腺结核),乳痨(乳腺结核),term_sheet2,1.0
乳痰,乳痰,term_sheet2,1.0
乳痰,乳痰,term_sheet4_self,0.6
乳痰,乳痰(乳腺囊肿),term_sheet2,1.0
乳痰(乳痨),乳痰(乳痨),term_sheet3_self,0.6
乳痰(乳腺囊肿),乳痰(乳腺囊肿),term_sheet2,1.0
乳痰/乳痰(乳腺囊肿),乳痰(乳腺囊肿),term_sheet2,1.0
乳痰乳痨,乳痰乳痨,term_sheet2,1.0
乳痰乳痨,乳痰乳痨,term_sheet4_self,0.6
乳痰乳痨,乳痰乳痨(乳腺结核),term_sheet2,1.0
乳痰乳痨(乳腺结核),乳痰乳痨(乳腺结核),term_sheet2,1.0
乳痰乳痨/乳痰乳痨(乳腺结核),乳痰乳痨(乳腺结核),term_sheet2,1.0
乳瘘,乳瘘,term_sheet2,1.0
乳瘘,乳瘘,term_sheet4_self,0.6
乳瘘,乳瘘(乳腺瘘管),term_sheet2,1.0
乳瘘(乳腺瘘管),乳瘘(乳腺瘘管),term_sheet2,1.0
乳瘘/乳瘘(乳腺瘘管),乳瘘(乳腺瘘管),term_sheet2,1.0
乳瘠,乳瘠,term_sheet2,1.0
乳瘠,乳瘠,term_sheet3_self,0.6
乳瘠,乳瘠,term_sheet4_self,0.6
乳瘠,乳瘠(乳腺萎缩),term_sheet2,1.0
乳瘠,乳瘠等,term_sheet3_self,0.6
乳瘠(乳腺萎缩),乳瘠(乳腺萎缩),term_sheet2,1.0
乳瘠/乳瘠(乳腺萎缩),乳瘠(乳腺萎缩),term_sheet2,1.0
乳瘠等,乳瘠,term_sheet3_self,0.6
乳瘠等,乳瘠等,term_sheet3_self,0.6
乳癌,乳岩(乳腺癌),term_sheet2,1.0
乳癌,乳癌,term_sheet2,1.0
乳癌,乳癌,term_sheet3_self,0.6
乳癌,乳癌,term_sheet4_self,0.6
乳癌,乳癌等,term_sheet3_self,0.6
乳癌,脾虚水停,term_sheet2,1.0
乳癌/乳岩(乳腺癌),乳岩(乳腺癌),term_sheet2,1.0
乳癌等,乳癌,term_sheet3_self,0.6
乳癌等,乳癌等,term_sheet3_self,0.6
乳癖,乳癖,term_sheet2,1.0
乳癖,乳癖,term_sheet3_self,0.6
乳癖,乳癖,term_sheet4_self,0.6
乳癖,乳癖等,term_sheet3_self,0.6
乳癖,乳腺增生,term_sheet2,1.0
乳癖,筋疝(阴囊疝气),term_sheet2,1.0
乳癖,鼻咽口腔,term_sheet2,1.0
乳癖,鼻咽口腔病,term_sheet2,1.0
乳癖(乳腺囊肿),乳癖(乳腺囊肿),term_sheet2,1.0
乳癖/乳腺增生,乳腺增生,term_sheet2,1.0
乳癖等,乳癖,term_sheet3_self,0.6
乳癖等,乳癖等,term_sheet3_self,0.6
乳白色尿液,膏淋(乳白色尿液),term_sheet2,1.0
乳窍挤出粉刺样分泌物,乳窍挤出粉刺样分泌物,term_sheet1,1.0
乳窍溢脓,乳窍溢脓,term_sheet1,1.0
乳窍溢血,乳窍溢血,term_sheet1,1.0
乳窍脓黄,乳窍脓黄,term_sheet1,1.0
乳胀,乳房发胀,term_sheet1_definition,0.75
乳胀,乳胀,term_sheet2,1.0
乳胀,乳胀,term_sheet3_self,0.6
乳胀,乳胀,term_sheet4_self,0.6
乳胀,乳胀等,term_sheet3_self,0.6
乳胀/乳胀,乳胀,term_sheet2,1.0
乳胀等,乳胀,term_sheet3_self,0.6
乳胀等,乳胀等,term_sheet3_self,0.6
乳腺囊肿,乳痰(乳腺囊肿),term_sheet2,1.0
乳腺囊肿,乳癖(乳腺囊肿),term_sheet2,1.0
乳腺增生,乳核(乳腺增生),term_sheet2,1.0
乳腺增生,乳腺增生,term_sheet2,1.0
乳腺导管扩张,粉刺性乳痈(乳腺导管扩张症),term_sheet2,1.0
乳腺导管扩张症,粉刺性乳痈(乳腺导管扩张症),term_sheet2,1.0
乳腺瘘管,乳瘘(乳腺瘘管),term_sheet2,1.0
乳腺癌,乳岩(乳腺癌),term_sheet2,1.0
乳腺纤维瘤,乳核(乳腺纤维瘤),term_sheet2,1.0
乳腺结核,乳痨(乳腺结核),term_sheet2,1.0
乳腺结核,乳痰乳痨(乳腺结核),term_sheet2,1.0
乳腺结节,乳腺结节,tea_matching_term,0.95
乳腺脓肿),乳痈(乳腺脓肿),term_sheet2,1.0
乳腺萎缩,乳瘠(乳腺萎缩),term_sheet2,1.0
乳蛾,乳蛾,term_sheet4_self,0.6
乳蛾,乳蛾(扁桃体炎),term_sheet2,1.0
乳蛾,乳蛾肿大,term_sheet1_definition,0.75
乳蛾,脓肿破溃不久,term_sheet2,1.0
乳蛾(扁桃体炎),乳蛾(扁桃体炎),term_sheet2,1.0
乳蛾/乳蛾(扁桃体炎),乳蛾(扁桃体炎),term_sheet2,1.0
乳蛾溃破,乳蛾溃破,term_sheet1,1.0
乳蛾白膜,乳蛾白膜,term_sheet1,1.0
乳蛾肿大,乳蛾肿大,term_sheet1,1.0
乳蛾脓点,乳蛾脓点,term_sheet1,1.0
乳衄,乳衄,term_sheet1,1.0
乳衄,乳衄,term_sheet2,1.0
乳衄,乳衄,term_sheet4_self,0.6
乳衄,乳衄(乳头出血),term_sheet2,1.0
乳衄(乳头出血),乳衄(乳头出血),term_sheet2,1.0
乳衄/乳衄(乳头出血),乳衄(乳头出血),term_sheet2,1.0
予肺,予肺,term_sheet2,1.0
予肺,予肺,term_sheet3_self,0.6
予肺,予肺,term_sheet4_self,0.6
予肺,"此处“予肺”不明确,请提供更多信息",term_sheet2,1.0
予肺/此处“予肺”不明确,"此处“予肺”不明确,请提供更多信息",term_sheet2,1.0
于冲任不调证,于冲任不调证,term_sheet3_self,0.6
于冲任不调证,于冲任不调证等,term_sheet3_self,0.6
于冲任不调证等,于冲任不调证,term_sheet3_self,0.6
于冲任不调证等,于冲任不调证等,term_sheet3_self,0.6
于实,于实,term_sheet3_self,0.6
于正虚毒恋证,于正虚毒恋证,term_sheet3_self,0.6
于气滞血凝证,于气滞血凝证,term_sheet3_self,0.6
于气滞血瘀证,于气滞血瘀证,term_sheet3_self,0.6
于气滞证,于气滞证,term_sheet3_self,0.6
于气虚证,于气虚证,term_sheet3_self,0.6
于气血瘀滞肛门证,于气血瘀滞肛门证,term_sheet3_self,0.6
于湿热内蕴证,于湿热内蕴证,term_sheet3_self,0.6
于热毒蕴结肌肤证,于热毒蕴结肌肤证,term_sheet3_self,0.6
于燥邪犯咽证,于燥邪犯咽证,term_sheet3_self,0.6
于疼痛证,于疼痛证,term_sheet3_self,0.6
于痰热内结证,于痰热内结证,term_sheet3_self,0.6
于癣,于癣,term_sheet3_self,0.6
于肝郁化火,于肝郁化火,term_sheet3_self,0.6
于肺胀,于肺胀,term_sheet3_self,0.6
于肾精亏虚证,于肾精亏虚证,term_sheet3_self,0.6
于肾阳虚证,于肾阳虚证,term_sheet3_self,0.6
于肾阴虚火旺证,于肾阴虚火旺证,term_sheet3_self,0.6
于胞宫血虚证,于胞宫血虚证,term_sheet3_self,0.6
于脾胃虚寒证,于脾胃虚寒证,term_sheet3_self,0.6
于脾虚气陷证,于脾虚气陷证,term_sheet3_self,0.6
于阴虚肠燥证,于阴虚肠燥证,term_sheet3_self,0.6
于阴虚肠燥证,于阴虚肠燥证等,term_sheet3_self,0.6
于阴虚肠燥证等,于阴虚肠燥证,term_sheet3_self,0.6
于阴虚肠燥证等,于阴虚肠燥证等,term_sheet3_self,0.6
于风寒犯肺证,于风寒犯肺证,term_sheet3_self,0.6
于风寒袭肺证,于风寒袭肺证,term_sheet3_self,0.6
于风热袭肺证,于风热袭肺证,term_sheet3_self,0.6
云翳,云翳,term_sheet2,1.0
云翳,云翳,term_sheet3_self,0.6
云翳,云翳,term_sheet4_self,0.6
云翳,云翳(角膜混浊),term_sheet2,1.0
云翳(角膜混浊),云翳(角膜混浊),term_sheet2,1.0
云翳/云翳(角膜混浊),云翳(角膜混浊),term_sheet2,1.0
云雾移睛,云雾移睛,term_sheet3_self,0.6
云雾移睛,云雾移睛,term_sheet4_self,0.6
云雾移睛,云雾移睛(飞蚊症),term_sheet2,1.0
云雾移睛,心肺郁热,term_sheet2,1.0
云雾移睛,梅毒后期,term_sheet2,1.0
云雾移睛,肝胃虚寒,term_sheet2,1.0
云雾移睛,鼻中肉赘(鼻息肉),term_sheet2,1.0
云雾移睛,鼻张(鼻腔扩张),term_sheet2,1.0
云雾移睛(飞蚊症),云雾移睛(飞蚊症),term_sheet2,1.0
云雾移睛/云雾移睛(飞蚊症),云雾移睛(飞蚊症),term_sheet2,1.0
五心烦热,五心烦热,term_sheet1,1.0
五更泄,五更泄,term_sheet1,1.0
五风内障,五风内障,term_sheet2,1.0
五风内障,五风内障,term_sheet3_self,0.6
五风内障,五风内障,term_sheet4_self,0.6
五风内障,五风内障(多种眼部疾病),term_sheet2,1.0
五风内障,少阳邪气甚实,term_sheet2,1.0
五风内障,液脱,term_sheet2,1.0
五风内障,阴虚外感,term_sheet2,1.0
五风内障(多种眼部疾病),五风内障(多种眼部疾病),term_sheet2,1.0
五风内障/五风内障(多种眼部疾病),五风内障(多种眼部疾病),term_sheet2,1.0
亡精,亡精,term_sheet2,1.0
亡血,亡血,term_sheet2,1.0
亡血,亡血,term_sheet3_self,0.6
亡血,亡血,term_sheet4_self,0.6
亡血,肺癌,term_sheet2,1.0
亡血/亡血,亡血,term_sheet2,1.0
