alias,canonical,source,confidence
疫毒攻心证,疫毒攻心证,term_sheet4_self,0.6
疫毒痢,疫毒痢,term_sheet2,1.0
疫毒痢,疫毒痢,term_sheet3_self,0.6
疫毒痢,疫毒痢,term_sheet4_self,0.6
疫毒痢,睛黄视渺(黄疸影响视力),term_sheet2,1.0
疫毒痢/疫毒痢,疫毒痢,term_sheet2,1.0
疫气浸淫,疫气浸淫,term_sheet2,1.0
疫气浸淫/疫气浸淫,疫气浸淫,term_sheet2,1.0
疫气浸淫证,疫气浸淫,term_sheet2,1.0
疫气浸淫证,疫气浸淫证,term_sheet3_self,0.6
疫气浸淫证,疫气浸淫证,term_sheet4_self,0.6
疫疗,疫疗,term_sheet2,1.0
疫疗,疫疗,term_sheet3_self,0.6
疫疗,疫疗,term_sheet4_self,0.6
疫疗,疫疗(传染病引起的痈肿),term_sheet2,1.0
疫疗,疫疗等,term_sheet3_self,0.6
疫疗(传染病引起的痈肿),疫疗(传染病引起的痈肿),term_sheet2,1.0
疫疗/疫疗(传染病引起的痈肿),疫疗(传染病引起的痈肿),term_sheet2,1.0
疫疗等,疫疗,term_sheet3_self,0.6
疫疗等,疫疗等,term_sheet3_self,0.6
疫疗走黄,疫疗走黄,term_sheet2,1.0
疫疗走黄,疫疗走黄,term_sheet3_self,0.6
疫疗走黄,疫疗走黄,term_sheet4_self,0.6
疫疗走黄,疫疗走黄(传染病并发症),term_sheet2,1.0
疫疗走黄(传染病并发症),疫疗走黄(传染病并发症),term_sheet2,1.0
疫疗走黄/疫疗走黄(传染病并发症),疫疗走黄(传染病并发症),term_sheet2,1.0
疫疠表证,时疫表证,term_sheet2,1.0
疫疠表证,疫疠表证,term_sheet3_self,0.6
疫疠表证,疫疠表证,term_sheet4_self,0.6
疫疠表证/时疫表证,时疫表证,term_sheet2,1.0
疫邪外犯,疫邪外犯,term_sheet2,1.0
疫邪外犯/疫邪外犯,疫邪外犯,term_sheet2,1.0
疫邪外犯证,疫邪外犯,term_sheet2,1.0
疫邪外犯证,疫邪外犯证,term_sheet3_self,0.6
疫邪外犯证,疫邪外犯证,term_sheet4_self,0.6
疮内有脓腔,疮内有脓腔,term_sheet1,1.0
疮口上方动脉搏动消失,疮口上方动脉搏动消失,term_sheet1,1.0
疮口上方有青筋显露,疮口上方有青筋显露,term_sheet1,1.0
疮口不敛,疮口不敛,term_sheet1,1.0
疮口凹陷,疮口凹陷,term_sheet1,1.0
疮口凹陷不平,疮口凹陷不平,term_sheet1,1.0
疮口削直,疮口削直,term_sheet1,1.0
疮口外翻,疮口外翻,term_sheet1,1.0
疮口外翻如杨梅,疮口外翻如杨梅,term_sheet1,1.0
疮口外翻如泛莲,疮口外翻如泛莲,term_sheet1,1.0
疮口外翻如菜花,疮口外翻如菜花,term_sheet1,1.0
疮口如岩石,疮口如岩石,term_sheet1,1.0
疮口如蝶,疮口如蝶,term_sheet1,1.0
疮口帑肉翻出,疮口帑肉翻出,term_sheet1,1.0
疮口干枯,疮口干枯,term_sheet1,1.0
疮口感染,疮口感染,term_sheet2,1.0
疮口感染,疮口感染,term_sheet3_self,0.6
疮口感染,疮口感染,term_sheet4_self,0.6
疮口感染,疮口感染等,term_sheet3_self,0.6
疮口感染/疮口感染,疮口感染,term_sheet2,1.0
疮口感染等,疮口感染,term_sheet3_self,0.6
疮口感染等,疮口感染等,term_sheet3_self,0.6
疮口死骨脱出,疮口死骨脱出,term_sheet1,1.0
疮口流脓,疮口流脓,term_sheet1,1.0
疮口糜烂,疮口糜烂,term_sheet1,1.0
疮口纸捻探之有锯齿感,疮口纸捻探之有锯齿感,term_sheet1,1.0
疮口边缘不齐,疮口边缘不齐,term_sheet1,1.0
疮形如脐,疮形如脐,term_sheet1,1.0
疮毒内陷,疮毒内陷,term_sheet2,1.0
疮毒内陷,疮毒内陷,term_sheet3_self,0.6
疮毒内陷,疮毒内陷,term_sheet4_self,0.6
疮毒内陷/疮毒内陷,疮毒内陷,term_sheet2,1.0
疮疡,火热袭肺,term_sheet2,1.0
疮疡,疮疡,term_sheet2,1.0
疮疡,疮疡,term_sheet3_self,0.6
疮疡,疮疡,term_sheet4_self,0.6
疮疡/疮疡,疮疡,term_sheet2,1.0
疮疡不良预兆,疮疡恶候(疮疡不良预兆),term_sheet2,1.0
疮疡向愈,疮疡向愈,term_sheet2,1.0
疮疡向愈,疮疡向愈,term_sheet3_self,0.6
疮疡向愈,疮疡向愈,term_sheet4_self,0.6
疮疡向愈/疮疡向愈,疮疡向愈,term_sheet2,1.0
疮疡周围乌黑,疮疡周围乌黑,term_sheet1,1.0
疮疡周围暗红,疮疡周围暗红,term_sheet1,1.0
疮疡周围有灰绿色水疱,疮疡周围有灰绿色水疱,term_sheet1,1.0
疮疡周围紫暗,疮疡周围紫暗,term_sheet1,1.0
疮疡恶侯,疮疡恶侯,term_sheet2,1.0
疮疡恶侯,疮疡恶侯,term_sheet3_self,0.6
疮疡恶侯,疮疡恶侯,term_sheet4_self,0.6
疮疡恶侯,疮疡恶候(疮疡不良预兆),term_sheet2,1.0
疮疡恶侯/疮疡恶候(疮疡不良预兆),疮疡恶候(疮疡不良预兆),term_sheet2,1.0
疮疡恶候(疮疡不良预兆),疮疡恶候(疮疡不良预兆),term_sheet2,1.0
疮疡愈合,疮疡愈合,term_sheet2,1.0
疮疡愈合,疮疡愈合,term_sheet3_self,0.6
疮疡愈合,疮疡愈合,term_sheet4_self,0.6
疮疡愈合/疮疡愈合,疮疡愈合,term_sheet2,1.0
疮疡扩散,疗疮走红(疮疡扩散),term_sheet2,1.0
疮疡有脓头,疮疡有脓头,term_sheet1,1.0
疮疡根脚坚牢,疮疡根脚坚牢,term_sheet1,1.0
疮疡根脚大,疮疡根脚大,term_sheet1,1.0
疮疡根脚小,疮疡根脚小,term_sheet1,1.0
疮疡根脚收束,疮疡根脚收束,term_sheet1,1.0
疮疡根脚散漫,疮疡根脚散漫,term_sheet1,1.0
疮疡正气充足,疮疡正气充足,term_sheet2,1.0
疮疡正气充足,疮疡正气充足,term_sheet3_self,0.6
疮疡正气充足,疮疡正气充足,term_sheet4_self,0.6
疮疡正气充足/疮疡正气充足,疮疡正气充足,term_sheet2,1.0
疮疡溃后如蜂窝,疮疡溃后如蜂窝,term_sheet1,1.0
疮疡溃后如蝼蛄窜穴,疮疡溃后如蝼蛄窜穴,term_sheet1,1.0
疮疡溃脓,疮疡溃脓,term_sheet2,1.0
疮疡溃脓,疮疡溃脓,term_sheet3_self,0.6
疮疡溃脓,疮疡溃脓,term_sheet4_self,0.6
疮疡溃脓/疮疡溃脓,疮疡溃脓,term_sheet2,1.0
疮疡热毒炽盛,疮疡热毒炽盛,term_sheet2,1.0
疮疡热毒炽盛,疮疡热毒炽盛,term_sheet3_self,0.6
疮疡热毒炽盛,疮疡热毒炽盛,term_sheet4_self,0.6
疮疡热毒炽盛/疮疡热毒炽盛,疮疡热毒炽盛,term_sheet2,1.0
疮疡等皮肤,疮疡等皮肤,term_sheet3_self,0.6
疮疡等皮肤,疮疡等皮肤病,term_sheet3_self,0.6
疮疡等皮肤病,疮疡等皮肤,term_sheet3_self,0.6
疮疡等皮肤病,疮疡等皮肤病,term_sheet3_self,0.6
疮疡脓头如粟粒,疮疡脓头如粟粒,term_sheet1,1.0
疮疡表面晦暗,疮疡表面晦暗,term_sheet1,1.0
疮疡表面有紫血泡,疮疡表面有紫血泡,term_sheet1,1.0
疮疡表面色灰白,疮疡表面色灰白,term_sheet1,1.0
疮疡表面色紫,疮疡表面色紫,term_sheet1,1.0
疮疡表面色红,疮疡表面色红,term_sheet1,1.0
疮疡表面色黄,疮疡表面色黄,term_sheet1,1.0
疮疡表面色黑,疮疡表面色黑,term_sheet1,1.0
疮痈高肿,疮痈高肿,term_sheet1,1.0
疮肿宣浮,疮肿宣浮,term_sheet1,1.0
疮肿根深坚硬如钉,疮肿根深坚硬如钉,term_sheet1,1.0
疮肿范围不局限,疮肿范围不局限,term_sheet1,1.0
疮肿范围局限,疮肿范围局限,term_sheet1,1.0
疮臭如鼠尿,疮臭如鼠尿,term_sheet1,1.0
疮边如空壳,疮边如空壳,term_sheet1,1.0
疮边如缸口,疮边如缸口,term_sheet1,1.0
疮面光白板亮如镜,疮面光白板亮如镜,term_sheet1,1.0
疮面如牛肉,疮面如牛肉,term_sheet1,1.0
疮面愈后疤痕,疮面愈后疤痕,term_sheet1,1.0
疮面收口,疮面收口,term_sheet1,1.0
疮面收口,疮面收口,term_sheet2,1.0
疮面收口,疮面收口,term_sheet3_self,0.6
疮面收口,疮面收口,term_sheet4_self,0.6
疮面收口/疮面收口,疮面收口,term_sheet2,1.0
疮面新肉不生,疮面新肉不生,term_sheet1,1.0
疮面新肉生长,疮面新肉生长,term_sheet1,1.0
疮面湿润,疮面湿润,term_sheet1,1.0
疮面潮红,疮面潮红,term_sheet1,1.0
疮面痛觉减退,疮面痛觉减退,term_sheet1,1.0
疮面痛觉消失,疮面痛觉消失,term_sheet1,1.0
疮面糜烂,疮面糜烂,term_sheet1,1.0
疮面肉色晦暗,疮面肉色晦暗,term_sheet1,1.0
疮面肉色灰白,疮面肉色灰白,term_sheet1,1.0
疮面肉芽生长,疮面肉芽生长,term_sheet1,1.0
疮面色红,疮面色红,term_sheet1,1.0
疮顶陷黑无脓,疮顶陷黑无脓,term_sheet1,1.0
疰夏,夏季不适(疰夏),term_sheet2,1.0
疰夏,痊夏(疰夏),term_sheet2,1.0
疱疹,热疱(疱疹),term_sheet2,1.0
疱疹,疱疹,term_sheet2,1.0
疱疹,疱疹,term_sheet4_self,0.6
疱疹,疱疹病,term_sheet2,1.0
疱疹,疱疹病,term_sheet4_self,0.6
疱疹病,疱疹,term_sheet2,1.0
疱疹病,疱疹,term_sheet4_self,0.6
疱疹病,疱疹病,term_sheet2,1.0
疱疹病,疱疹病,term_sheet4_self,0.6
疱疹病/疱疹,疱疹,term_sheet2,1.0
疱疹病/疱疹,疱疹病,term_sheet2,1.0
疱疹病/疱疹病,疱疹,term_sheet2,1.0
疱疹病/疱疹病,疱疹病,term_sheet2,1.0
疲乏,疲乏,term_sheet1,1.0
疲倦,疲乏,term_sheet1_definition,0.75
疳积(小儿疳积),疳积(小儿疳积),term_sheet2,1.0
疳积(小儿营养不良),疳积(小儿营养不良),term_sheet2,1.0
疼痛,疼痛,term_sheet2,1.0
疼痛,疼痛,term_sheet3_self,0.6
疼痛,疼痛,term_sheet4_self,0.6
疼痛/疼痛,疼痛,term_sheet2,1.0
疼痛喜凉,疼痛喜凉,term_sheet1,1.0
疼痛喜按,疼痛喜按,term_sheet1,1.0
疼痛喜揉按,疼痛喜按,term_sheet1_definition,0.75
疼痛喜温,疼痛喜温,term_sheet1,1.0
疼痛固定不移,痛处固定,term_sheet1_definition,0.75
疼痛拒按,疼痛拒按,term_sheet1,1.0
疼痛游走不定,痛无定处,term_sheet1_definition,0.75
疼痛证,疼痛,term_sheet2,1.0
疼痛证,疼痛证,term_sheet4_self,0.6
疽(深部脓肿),疽(深部脓肿),term_sheet2,1.0
疽/疽(深部脓肿),疽(深部脓肿),term_sheet2,1.0
疽毒内陷,水轮虚火,term_sheet2,1.0
疽毒内陷,疽毒内陷,term_sheet2,1.0
疽毒内陷,疽毒内陷,term_sheet3_self,0.6
疽毒内陷,疽毒内陷,term_sheet4_self,0.6
疽毒内陷/疽毒内陷,疽毒内陷,term_sheet2,1.0
疽毒内陷等病证,疽毒内陷等病证,term_sheet3_self,0.6
疾病危重,疾病危重,term_sheet2,1.0
疾病危重,病情危重,term_sheet2,1.0
疾病危重/病情危重,病情危重,term_sheet2,1.0
疾病危重证,疾病危重,term_sheet2,1.0
疾病危重证,疾病危重证,term_sheet3_self,0.6
疾病危重证,疾病危重证,term_sheet4_self,0.6
疾病危重阶段亡阴,亡阴(病情危重阶段),term_sheet2,1.0
疾病危重阶段亡阴,疾病危重阶段亡阴,term_sheet2,1.0
疾病危重阶段亡阴,疾病危重阶段亡阴,term_sheet4_self,0.6
疾病危重阶段亡阴/亡阴(病情危重阶段),亡阴(病情危重阶段),term_sheet2,1.0
疾病恢复期,疾病恢复期,term_sheet2,1.0
疾病恢复期,疾病恢复期,term_sheet3_self,0.6
疾病恢复期,疾病恢复期,term_sheet4_self,0.6
疾病恢复期/疾病恢复期,疾病恢复期,term_sheet2,1.0
疾病的严重阶段,创口修复正常,term_sheet2,1.0
疾病的严重阶段,疾病的严重阶段,term_sheet3_self,0.6
疾病的严重阶段,疾病的严重阶段,term_sheet4_self,0.6
疾病的严重阶段,病情危重,term_sheet2,1.0
疾病的严重阶段/病情危重,病情危重,term_sheet2,1.0
痂下愈合,痂下愈合,term_sheet2,1.0
痂下愈合,痂下愈合,term_sheet3_self,0.6
痂下愈合,痂下愈合,term_sheet4_self,0.6
痂下愈合/痂下愈合,痂下愈合,term_sheet2,1.0
痄腮,大头瘟(痄腮),term_sheet2,1.0
病半身发胀,患病半身发胀,term_sheet1,1.0
病半身发胀,病半身发胀,term_sheet1,1.0
病危,病危,term_sheet2,1.0
病危,病危,term_sheet4_self,0.6
病危/病危,病危,term_sheet2,1.0
病危之象,病危之象,term_sheet2,1.0
病危之象,病危之象,term_sheet4_self,0.6
病危之象/病危之象,病危之象,term_sheet2,1.0
病危重(预后不良),病危重(预后不良),term_sheet2,1.0
病危重时见,病危重(预后不良),term_sheet2,1.0
病危重时见,病危重时见,term_sheet3_self,0.6
病危重时见,病危重时见,term_sheet4_self,0.6
病危重时见,紫癜,term_sheet2,1.0
病危重时见/病危重(预后不良),病危重(预后不良),term_sheet2,1.0
病变危重阶段气,气脱,term_sheet2,1.0
病变危重阶段气,病变危重阶段气,term_sheet3_self,0.6
病变危重阶段气,病变危重阶段气,term_sheet4_self,0.6
病变危重阶段气,风热犯目,term_sheet2,1.0
病变危重阶段气/气脱,气脱,term_sheet2,1.0
病将愈,病将愈,term_sheet2,1.0
病将愈,病将愈,term_sheet3_self,0.6
病将愈,病将愈,term_sheet4_self,0.6
病将愈,病情好转,term_sheet2,1.0
病将愈/病情好转,病情好转,term_sheet2,1.0
病情严重,病情严重,term_sheet2,1.0
病情严重,病情严重,term_sheet3_self,0.6
病情严重,病情严重,term_sheet4_self,0.6
病情严重/病情严重,病情严重,term_sheet2,1.0
病情凶险,病情凶险,term_sheet3_self,0.6
病情危重,病情危重,term_sheet2,1.0
病情发展顺利,顺证(病情发展顺利),term_sheet2,1.0
病情好转,病情好转,term_sheet2,1.0
病情恢复期,病情恢复期,term_sheet2,1.0
病情恢复期,病情恢复期,term_sheet3_self,0.6
病情恢复期,病情恢复期,term_sheet4_self,0.6
病情恢复期/病情恢复期,病情恢复期,term_sheet2,1.0
病情恶化或并发,逆证(病情恶化或并发症),term_sheet2,1.0
病情恶化或并发症,逆证(病情恶化或并发症),term_sheet2,1.0
病情轻浅,疮毒内陷,term_sheet2,1.0
病情轻浅,病情轻浅,term_sheet2,1.0
病情轻浅,病情轻浅,term_sheet3_self,0.6
病情轻浅,病情轻浅,term_sheet4_self,0.6
病情轻浅/病情轻浅,病情轻浅,term_sheet2,1.0
病情进展期,病情进展期,term_sheet2,1.0
病情进展期,病情进展期,term_sheet3_self,0.6
病情进展期,病情进展期,term_sheet4_self,0.6
病情进展期/病情进展期,病情进展期,term_sheet2,1.0
病轻,病轻,term_sheet2,1.0
病轻,病轻,term_sheet3_self,0.6
病轻,病轻,term_sheet4_self,0.6
病轻/病轻,病轻,term_sheet2,1.0
病重,病重,term_sheet2,1.0
病重,病重,term_sheet3_self,0.6
病重,病重,term_sheet4_self,0.6
病重/病重,病重,term_sheet2,1.0
症夏,夏季不适(疰夏),term_sheet2,1.0
症夏,症夏,term_sheet2,1.0
症夏,症夏,term_sheet3_self,0.6
症夏,症夏,term_sheet4_self,0.6
症夏,聚星障(瞳孔散大),term_sheet2,1.0
症夏,肝肾阴竭,term_sheet2,1.0
症夏,肝肾阴虚,term_sheet2,1.0
症夏/夏季不适(疰夏),夏季不适(疰夏),term_sheet2,1.0
痈(皮肤深部脓肿),痈(皮肤深部脓肿),term_sheet2,1.0
痈/痈(皮肤深部脓肿),痈(皮肤深部脓肿),term_sheet2,1.0
痈疡,痈疡,term_sheet3_self,0.6
痈疡,痈疡,term_sheet4_self,0.6
痈疡,痈肿,term_sheet2,1.0
痈疡,肾精亏虚,term_sheet2,1.0
痈疡,邪犯太阳经脉,term_sheet2,1.0
痈疡/痈肿,痈肿,term_sheet2,1.0
痈疡中软,痈疡中软,term_sheet1,1.0
痈疡扪之不应指,痈疡扪之不应指,term_sheet1,1.0
痈疡扪之有捻发感,痈疡扪之有捻发感,term_sheet1,1.0
痈疡有波动感,痈疡有波动感,term_sheet1,1.0
痈疡溃破,痈疡溃破,term_sheet1,1.0
痈疡溃破,痈疡溃破,term_sheet2,1.0
痈疡溃破,痈疡溃破,term_sheet4_self,0.6
痈疡溃破/痈疡溃破,痈疡溃破,term_sheet2,1.0
痈疡溃脓,痈疡溃脓,term_sheet4_self,0.6
痈疡溃脓,痈肿溃脓,term_sheet2,1.0
痈疡溃脓,风邪中络,term_sheet2,1.0
痈疡溃脓/痈肿溃脓,痈肿溃脓,term_sheet2,1.0
痈疡等,痈疡等,term_sheet3_self,0.6
痈疡等,痈疡等病,term_sheet3_self,0.6
痈疡等病,痈疡等,term_sheet3_self,0.6
痈疡等病,痈疡等病,term_sheet3_self,0.6
痈疡绵软,痈疡绵软,term_sheet1,1.0
痈疮表面光软无头,痈疮表面光软无头,term_sheet1,1.0
痈疮表面皮薄光泽,痈疮表面皮薄光泽,term_sheet1,1.0
痈疽疮疡,痈疽疮疡,term_sheet2,1.0
痈疽疮疡,痈疽疮疡,term_sheet3_self,0.6
痈疽疮疡,痈疽疮疡,term_sheet4_self,0.6
痈疽疮疡,痈疽疮疡等,term_sheet3_self,0.6
痈疽疮疡/痈疽疮疡,痈疽疮疡,term_sheet2,1.0
痈疽疮疡等,痈疽疮疡,term_sheet3_self,0.6
痈疽疮疡等,痈疽疮疡等,term_sheet3_self,0.6
痈肿,发(痈肿),term_sheet2,1.0
痈肿,头疽(痈肿),term_sheet2,1.0
痈肿,有头疽(痈肿),term_sheet2,1.0
痈肿,疗(痈肿),term_sheet2,1.0
痈肿,痈肿,term_sheet2,1.0
痈肿初起,痈肿初起,term_sheet2,1.0
痈肿初起,痈肿初起,term_sheet3_self,0.6
痈肿初起,痈肿初起,term_sheet4_self,0.6
痈肿初起/痈肿初起,痈肿初起,term_sheet2,1.0
痈肿坚实,痈肿坚实,term_sheet1,1.0
痈肿将溃,痈肿将溃,term_sheet2,1.0
痈肿将溃,痈肿将溃,term_sheet3_self,0.6
痈肿将溃,痈肿将溃,term_sheet4_self,0.6
痈肿将溃/痈肿将溃,痈肿将溃,term_sheet2,1.0
痈肿平塌下陷,痈肿平塌下陷,term_sheet1,1.0
痈肿木硬,痈肿木硬,term_sheet1,1.0
痈肿溃烂,烂疗(痈肿溃烂),term_sheet2,1.0
痈肿溃脓,痈肿溃脓,term_sheet2,1.0
痈肿漫延,痈肿漫延,term_sheet1,1.0
痈肿类疾,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痈肿类疾病,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痈肿类疾病),痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痈肿结块,痈肿结块,term_sheet1,1.0
痉挛,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痉挛性疾,痉病(痉挛性疾病),term_sheet2,1.0
痉挛性疾病,痉病(痉挛性疾病),term_sheet2,1.0
痉病,热郁血瘀,term_sheet2,1.0
痉病,痉病,term_sheet2,1.0
痉病,痉病,term_sheet3_self,0.6
痉病,痉病,term_sheet4_self,0.6
痉病,痉病(痉挛性疾病),term_sheet2,1.0
痉病,痉病等,term_sheet3_self,0.6
痉病,邪毒入里,term_sheet2,1.0
痉病(痉挛性疾病),痉病(痉挛性疾病),term_sheet2,1.0
痉病/痉病(痉挛性疾病),痉病(痉挛性疾病),term_sheet2,1.0
痉病等,痉病,term_sheet3_self,0.6
痉病等,痉病等,term_sheet3_self,0.6
痉痈疾,痉痈疾,term_sheet2,1.0
痉痈疾,痉痈疾,term_sheet3_self,0.6
痉痈疾,痉痈疾,term_sheet4_self,0.6
痉痈疾,痉痈疾病,term_sheet2,1.0
痉痈疾,痉痈疾病,term_sheet3_self,0.6
痉痈疾,痉痈疾病,term_sheet4_self,0.6
痉痈疾,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痉痈疾病,痉痈疾,term_sheet2,1.0
痉痈疾病,痉痈疾,term_sheet3_self,0.6
痉痈疾病,痉痈疾,term_sheet4_self,0.6
痉痈疾病,痉痈疾病,term_sheet2,1.0
痉痈疾病,痉痈疾病,term_sheet3_self,0.6
痉痈疾病,痉痈疾病,term_sheet4_self,0.6
痉痈疾病,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痉痈疾病(痉挛,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痉痈疾病/痉痈疾病(痉挛,痉痈疾病(痉挛、痈肿类疾病),term_sheet2,1.0
痉腹,痉腹,term_sheet2,1.0
痉腹,痉腹,term_sheet4_self,0.6
痉腹,痉腹病,term_sheet2,1.0
痉腹,痉腹病,term_sheet4_self,0.6
痉腹,痉证(肌肉痉挛),term_sheet2,1.0
痉腹病,痉腹,term_sheet2,1.0
痉腹病,痉腹,term_sheet4_self,0.6
痉腹病,痉腹病,term_sheet2,1.0
痉腹病,痉腹病,term_sheet3_self,0.6
痉腹病,痉腹病,term_sheet4_self,0.6
痉腹病,痉腹病等,term_sheet3_self,0.6
痉腹病,痉证(肌肉痉挛),term_sheet2,1.0
痉腹病/痉证(肌肉痉挛),痉证(肌肉痉挛),term_sheet2,1.0
痉腹病等,痉腹病,term_sheet3_self,0.6
痉腹病等,痉腹病等,term_sheet3_self,0.6
痉证(肌肉痉挛),痉证(肌肉痉挛),term_sheet2,1.0
痊夏,主惊,term_sheet2,1.0
痊夏,痊夏,term_sheet3_self,0.6
痊夏,痊夏,term_sheet4_self,0.6
痊夏,痊夏(疰夏),term_sheet2,1.0
痊夏(疰夏),痊夏(疰夏),term_sheet2,1.0
痊夏/痊夏(疰夏),痊夏(疰夏),term_sheet2,1.0
痒甚,痒甚,term_sheet2,1.0
痒甚,痒甚,term_sheet3_self,0.6
痒甚,痒甚,term_sheet4_self,0.6
痒甚,痒甚(瘙痒严重),term_sheet2,1.0
痒甚(瘙痒严重),痒甚(瘙痒严重),term_sheet2,1.0
痒甚/痒甚(瘙痒严重),痒甚(瘙痒严重),term_sheet2,1.0
痔核不能自行还纳,痔核不能自行还纳,term_sheet1,1.0
痔核出血,痔核出血,term_sheet1,1.0
痔核可自行还纳,痔核可自行还纳,term_sheet1,1.0
痔核嵌顿,痔核嵌顿,term_sheet1,1.0
痔核柔软,痔核柔软,term_sheet1,1.0
痔核灰白,痔核灰白,term_sheet1,1.0
痔核糜烂,痔核糜烂,term_sheet1,1.0
痔核脱出肛门,痔核脱出肛门,term_sheet1,1.0
痔核表面光滑,痔核表面光滑,term_sheet1,1.0
痔核青紫,痔核青紫,term_sheet1,1.0
痔核鲜红,痔核鲜红,term_sheet1,1.0
痔核黯红,痔核黯红,term_sheet1,1.0
痔疮,寒湿瘀阻,term_sheet2,1.0
痔疮,痔疮,term_sheet2,1.0
痔疮,痔疮,term_sheet3_self,0.6
痔疮,痔疮,term_sheet4_self,0.6
痔疮/痔疮,痔疮,term_sheet2,1.0
痔疮的一种,悬珠痔(痔疮的一种),term_sheet2,1.0
痘疹毒邪,痘疹毒邪,term_sheet2,1.0
痘疹毒邪,痘疹毒邪,term_sheet4_self,0.6
痘疹毒邪/痘疹毒邪,痘疹毒邪,term_sheet2,1.0
痘疹病重,痘疹病重,term_sheet2,1.0
痘疹病重,痘疹病重,term_sheet3_self,0.6
痘疹病重,痘疹病重,term_sheet4_self,0.6
痘疹病重/痘疹病重,痘疹病重,term_sheet2,1.0
痛在经前,痛在经前,term_sheet1,1.0
痛在经后,痛在经后,term_sheet1,1.0
痛处固定,痛处固定,term_sheet1,1.0
痛无定处,痛无定处,term_sheet1,1.0
痛经,痛经,tea_matching_term,0.95
痛苦面容,痛苦面容,term_sheet1,1.0
痛证,痛证,term_sheet2,1.0
痛证,痛证,term_sheet3_self,0.6
痛证,痛证,term_sheet4_self,0.6
痛证,痛证等,term_sheet3_self,0.6
痛证/痛证,痛证,term_sheet2,1.0
痛证等,痛证,term_sheet3_self,0.6
痛证等,痛证等,term_sheet3_self,0.6
痛闭,痛闭,term_sheet2,1.0
痛闭,痛闭,term_sheet3_self,0.6
痛闭,痛闭,term_sheet4_self,0.6
痛闭/痛闭,痛闭,term_sheet2,1.0
痛风,痛风,tea_matching_term,0.95
痞满,痞满,term_sheet2,1.0
痞病,痞满,term_sheet2,1.0
痞病,痞病,term_sheet2,1.0
痞病,痞病,term_sheet3_self,0.6
痞病,痞病,term_sheet4_self,0.6
痞病,痞病等,term_sheet3_self,0.6
痞病,痰湿蕴肺,term_sheet2,1.0
痞病/痞满,痞满,term_sheet2,1.0
痞病等,痞病,term_sheet3_self,0.6
痞病等,痞病等,term_sheet3_self,0.6
痞眼,痞眼,term_sheet2,1.0
痞眼,痞眼,term_sheet3_self,0.6
痞眼,痞眼,term_sheet4_self,0.6
痞眼,痞眼(眼部肿胀),term_sheet2,1.0
痞眼,痞眼等,term_sheet3_self,0.6
痞眼,胃火上炎,term_sheet2,1.0
痞眼(眼部肿胀),痞眼(眼部肿胀),term_sheet2,1.0
痞眼/痞眼(眼部肿胀),痞眼(眼部肿胀),term_sheet2,1.0
痞眼等,痞眼,term_sheet3_self,0.6
痞眼等,痞眼等,term_sheet3_self,0.6
痞积,产后出血晕,term_sheet2,1.0
痞积,痞积,term_sheet2,1.0
痞积,痞积,term_sheet3_self,0.6
痞积,痞积,term_sheet4_self,0.6
痞积,痞积等,term_sheet3_self,0.6
痞积,肺肾阳虚,term_sheet2,1.0
痞积/痞积,痞积,term_sheet2,1.0
痞积上目,痞积上目,term_sheet3_self,0.6
痞积上目,痞积上目,term_sheet4_self,0.6
痞积上目,痞积上目(眼部肿块),term_sheet2,1.0
痞积上目,脉络瘀滞,term_sheet2,1.0
痞积上目(眼部肿块),痞积上目(眼部肿块),term_sheet2,1.0
痞积上目/痞积上目(眼部肿块),痞积上目(眼部肿块),term_sheet2,1.0
痞积等,痞积,term_sheet3_self,0.6
痞积等,痞积等,term_sheet3_self,0.6
痢毒上攻,痢毒上攻,term_sheet2,1.0
痢毒上攻/痢毒上攻,痢毒上攻,term_sheet2,1.0
痢毒上攻证,痢毒上攻,term_sheet2,1.0
痢毒上攻证,痢毒上攻证,term_sheet3_self,0.6
痢毒上攻证,痢毒上攻证,term_sheet4_self,0.6
痢疾,痢疾,term_sheet2,1.0
痢疾,痢疾,term_sheet3_self,0.6
痢疾,痢疾,term_sheet4_self,0.6
痢疾,痢疾等,term_sheet3_self,0.6
痢疾/痢疾,痢疾,term_sheet2,1.0
痢疾等,痢疾,term_sheet3_self,0.6
痢疾等,痢疾等,term_sheet3_self,0.6
痤疮,痤疮,term_sheet2,1.0
痤疮,痤疮,term_sheet3_self,0.6
痤疮,痤疮,term_sheet4_self,0.6
痤疮,痤疮等,term_sheet3_self,0.6
痤疮/痤疮,痤疮,term_sheet2,1.0
痤疮等,痤疮,term_sheet3_self,0.6
痤疮等,痤疮等,term_sheet3_self,0.6
痨瘵,痨瘵,term_sheet2,1.0
痨瘵,痨瘵,term_sheet4_self,0.6
痨瘵,痨瘵(肺结核),term_sheet2,1.0
痨瘵(肺结核),痨瘵(肺结核),term_sheet2,1.0
